,baseMean,log2FoldChange,lfcSE,pvalue,padj
Slc6a16-203,0.399558131115826,-0.0175780424129498,1.01914838396292,0.129863198095283,0.293954018454874
Galnt6-201,13.1983010008954,-0.708964972182262,0.55572008871527,0.129873931445432,0.293954018454874
Rab39b-201,0.411307939804952,-0.00466568825760302,1.01824631811809,0.129991606515696,0.294158381544471
Adad2-201,3.02511265455093,-0.876600088467692,1.15577470716646,0.130211318533434,0.294593509622187
Tax1bp3-201,29.2528393622403,-0.922361326414623,0.836255391258326,0.130239295642085,0.294594759694099
Nsun3-201,5.75633536201072,0.8805911986363,1.06019070897493,0.130430773742506,0.294965762429895
Tfrc-201,2.12799638063295,1.25800609675691,1.62001129208279,0.130490299337194,0.295038264676939
Hnmt-201,6.11528856464685,0.961386708994127,1.11225280671317,0.131347230951641,0.296913290168883
Cope-201,22.14083647682,-0.798298446382193,0.770195673503575,0.131448861646698,0.297080511636615
Wrnip1-201,7.00004398369466,0.831273807035391,0.702605965950916,0.131642165115998,0.297314883056037
Morf4l2-201,36.8887898177403,-0.454557500277981,0.314729718468495,0.13164534114232,0.297314883056037
Upf1-201,83.2630486109208,0.517818992712369,0.369693776259112,0.131687385346284,0.297314883056037
Clcn5-201,14.6477365547207,-0.643996755436939,0.486748578801918,0.131688468636421,0.297314883056037
Tmem150a-201,5.65903897838724,0.932747527210348,1.15309510491888,0.131697102359749,0.297314883056037
Rnf43-209,1.54853469500915,1.29130867714769,1.57296650623684,0.131718630465805,0.297314883056037
Ces1d-201,1.25936500930235,-0.00140786293313645,1.01735170749863,0.131965538804406,0.29776251411203
Acaa2-201,2.2474736487963,0.136012320493294,0.987681296715322,0.131972382208842,0.29776251411203
Dbn1-203,0.374170439063564,-0.501070322464266,1.14719379428124,0.132048874257724,NA
Rbfa-201,1.35282746398827,0.086217873369456,0.997207051450658,0.132074169143402,0.297929593645196
Sh2d6-206,0.564534275585062,0.0584551585078991,1.0022096498452,0.132175366181545,0.298095272626948
Cdh23-202,1.70448979853092,1.28124617541033,1.58937480840264,0.132295552551493,0.298303699728828
Tnrc6b-201,13.1400775096632,0.634915283817398,0.476642161883923,0.132350251993697,0.298346280812806
Pnldc1-201,4.32225409534178,-0.665733186209034,1.00182645050752,0.132369984579578,0.298346280812806
Rer1-201,8.05165951188599,-0.396087579856908,0.931300527810327,0.132498182624521,0.298572577669939
Wwp1-202,5.14089505128949,1.28409133537856,1.54972212315437,0.132607914403823,0.298757176284787
Zfp58-201,1.47526403718877,-0.360621740090752,1.00321059256285,0.132680647452066,0.29885835918014
Fam53c-201,21.6211981940638,0.565949495164774,0.415864919281799,0.132821038581907,0.299111865083195
Rnf19a-201,5.28660446030436,0.908520103623644,0.915454880777475,0.132861713521608,0.299133175556909
Oxr1-201,1.87237149193761,1.2968807699212,1.56420087065238,0.132886195657938,0.299133175556909
Nphp3-201,3.33660126258127,-0.932074554088878,1.05359291774712,0.132956835667781,0.299229484337586
Inppl1-201,4.83779097069311,0.792246009396706,0.666925217430803,0.133049894270577,0.299376196953191
Rab2a-201,10.5330321845751,0.797464143379258,0.649932166702709,0.1331424816182,0.299521787967059
Nup133-201,9.15319859231938,1.32916085888707,1.42597983248261,0.133386683693476,0.300008324169874
Trmt44-201,0.808941733482251,0.0771981075040463,0.999290859121053,0.133486629260174,0.300170268267279
Riox2-206,7.77222169567583,-0.824367498066518,0.938044153253627,0.133626548378786,0.30042201395666
Ttl-201,0.628010632612211,-3.47862247323657e-05,1.01757496353908,0.133704097008913,0.300533460989693
Ube3b-201,4.80557501250092,0.880137805104447,0.782595868573047,0.133777580907397,0.300635726800681
Cacng7-201,0.601538113581462,0.781293674677544,1.35360406100653,0.133913579082691,0.300878407552033
Epb41l4a-201,14.0638814980247,1.31421400025859,1.50517302275276,0.133999609263233,0.301008741678303
Rad51c-202,5.14592122349327,0.00289246735081219,1.01700006560705,0.134056322585209,0.301024009199691
Gm14139-201,1.00357075709473,0.0931840507776567,0.995346186488127,0.134062452058399,0.301024009199691
Ptpn12-201,2.6475089145631,1.27342974810516,1.56664208266495,0.134357674818676,0.301623854316032
Mettl3-201,14.6941642508692,0.898201397254792,0.809142267205245,0.134583243608525,0.302067113005178
Mtmr9-201,11.4024715958628,0.763417917619545,0.593110687989395,0.134684520167775,0.302231275463178
Txndc16-201,7.74945064592961,-0.900061320270949,0.904146939125543,0.134942679073905,0.302747338891371
Ptgis-201,8.34262198732731,-0.298452252814098,0.946119344638892,0.135179451635049,0.30321521600829
Nsd1-201,38.0463893268785,0.533496472587994,0.386753075502592,0.135320445151863,0.303468104764365
Rnf207-201,2.77972992920957,-0.344376143663546,0.989070813633953,0.135428219148853,0.303598679350355
Dppa4-202,3.80191412341078,0.0953558931501073,0.996095370849917,0.135435195629017,0.303598679350355
Ppp1r9a-201,2.49769127777956,0.952362029396212,1.09475607515568,0.13550409504114,0.303689753584795
BC004004-215,8.70596612669408,0.169397765698541,0.982971785868535,0.135564611264647,0.303762005466174
Cntln-202,2.34194399223192,0.882721762078851,1.01283227623429,0.135621316425009,0.303825689476006
Mrpl32-202,43.440917729795,-0.637979802924031,0.492614114026497,0.135736679649586,0.304020728272697
Rrp12-201,9.97075749202065,-0.66333353619801,0.523029993989086,0.136060100496802,0.304681592565487
Tsr2-202,1.04202313885621,0.0701040776820717,1.00008223181024,0.136178892929632,0.30488404915592
Cyp2j12-201,3.87055732021194,-0.362374121061813,1.01042204354412,0.136245776572505,0.304970229619057
Sra1-204,7.32833157128903,-0.311955615265559,0.962754666851488,0.136289210241494,0.305003895086277
Dand5-201,2.93442662989631,0.00297642792338384,1.01708980045743,0.136579496112042,0.305589866118632
Smg1-201,13.8943549204755,0.595542196419721,0.448174027864571,0.136740942879893,0.305860101659785
Ino80c-204,1.32017442328176,0.00169441739280364,1.01727239441102,0.136757221026992,0.305860101659785
Hoxa7-201,9.18208201950376,1.0007745560132,1.46490687860054,0.136947133990816,0.306155680906417
Mtrex-201,12.9386029635044,0.836378767453193,0.679256975248263,0.136965611508528,0.306155680906417
Ube2q2-201,5.36087194980472,0.841420466027978,0.755331172130448,0.136974883861128,0.306155680906417
Oit1-201,1.5804161715178,0.104615194620344,0.991878950452121,0.137072047454438,0.306309118734256
Pex11b-202,1.6181085652327,-0.691383599301487,1.09465913593812,0.137263638002474,0.306673460778406
Rpl8-202,38.1440678901657,0.947568352970205,0.964600592237142,0.137302025796172,0.306695437950193
Sumo1-201,38.8552612271344,-0.738707571460972,0.586094403818999,0.137349737956766,0.306738229757085
1700015G11Rik-201,0.521090914739547,-0.00399041470064559,1.01817717047073,0.13742960986571,0.306852810055594
Shprh-201,19.7720965960126,0.517183767657071,0.377360947309502,0.137502541734855,0.30695185023188
Scaf1-201,40.2952480664587,0.413328826378322,0.292086947119321,0.137546570988303,0.306981773080797
Hdac10-201,0.585677891936159,-0.0163779062069859,1.01879238503763,0.137573101434645,0.306981773080797
Cbr1-201,4.13221790521773,0.159513548834857,0.983655261792467,0.137613295005937,0.307007687425498
Elovl7-201,8.60919146466252,-0.70300745112483,1.10031878546996,0.137854451837568,0.307481835888528
Col4a1-201,4.28086568251719,-0.828597002243076,0.761486333006628,0.137930815469213,0.30754676489359
Poc1a-201,28.5062875531687,0.788594918674786,0.630422127563081,0.137940822310307,0.30754676489359
Atp5d-203,5.76528060979926,0.167810837175152,0.982573825938841,0.137980814006944,0.307572090488191
Gm973-201,4.7269348524375,0.00302161635702443,1.01699086593753,0.138085294441718,0.30774112715621
Tenm3-201,2.05192825196279,-0.917449461109069,1.39254476934951,0.138145222545897,0.307810823602578
Slc50a1-201,0.323466409155759,-0.00883542553616409,1.01873113143307,0.138200571162555,NA
Ccdc30-228,0.816218173443475,-0.00103299773024629,1.01750588855537,0.138230781998769,0.307917230220291
Ano4-204,0.79145177423165,0.863860736419238,1.42682136917196,0.138250307331266,0.307917230220291
Polr2i-201,32.2560208879952,-0.63145843727048,0.964056657044564,0.138295131298796,0.307953213186497
Slc25a25-201,1.49997484122246,1.1584192840136,1.59470333628531,0.138538400583805,0.308423562801088
Vti1b-201,12.1211335289933,-0.983665970698579,1.13045173135572,0.13856377900559,0.308423562801088
Gpd2-207,4.65790676269893,-0.890622157226063,1.17844158420148,0.138657071646371,0.308567280635035
Trib2-201,3.15074953544243,-0.894996988521645,0.917924513545973,0.138726871838146,0.308658669694566
Stxbp5-209,9.4049747330012,0.739523419437263,0.608971281656605,0.138790148447016,0.308703681873657
Tasor-201,2.53210474162953,0.897448144988614,0.956462302570714,0.138804578611968,0.308703681873657
Abhd16a-201,31.1899502248515,0.565609344188021,0.420768702590904,0.138914869050481,0.308877128461368
Ift81-201,8.12309569099408,-0.897726710712523,0.808303635269243,0.13894007491392,0.308877128461368
Sec14l1-201,10.6215464341768,-0.799698930819487,0.925379892450475,0.139064900773428,0.309081089410482
Pigs-201,10.162285329728,0.837186133244258,0.697858335059024,0.139089367548899,0.309081089410482
Rab8b-201,10.7408588346943,-0.807752386076857,0.670128898839455,0.13912436755217,0.309094923732245
Mrps18a-201,12.8594077126369,0.153421754095097,0.985644269756152,0.139215336524485,0.309200920053084
Exosc3-201,33.3773251279024,-0.686505382810096,0.534851183679881,0.139229645345073,0.309200920053084
Ywhah-201,9.00367531586242,0.944775934048279,0.963680727723166,0.139377304680445,0.309464862934547
Usp30-201,24.1190714659325,-0.490648136924768,0.355204142446778,0.139415730030726,0.30948621037199
Hdac3-201,2.52966084173621,0.926175470442618,1.11685110009223,0.139452809734537,0.309504562431487
1110012L19Rik-201,9.10966261748185,1.29660640277105,1.43297225328313,0.139499350465548,0.309543183842369
Rnf6-206,3.19394430697684,0.954560032107643,1.04604072568193,0.13952784361988,0.309543183842369
Smpd4-201,6.7961830375195,0.879817300284774,0.793567301871582,0.139582266372228,0.309599980460555
Dnajb9-201,2.2299466307748,1.28169564430126,1.51227904571704,0.139746648081584,0.309851041958252
Bbs7-203,5.33223422862072,-1.13095806163227,1.48524592446314,0.139753146368249,0.309851041958252
Tvp23b-201,29.4415974277659,0.724380705977107,0.577743008798462,0.13990127181781,0.310115448177243
Actr6-201,6.52339758821869,-0.837555693337123,0.739706121649512,0.139933039537597,0.310121871407648
Sars2-201,2.48095436966023,0.131555470662196,0.989483173762076,0.140112017395843,0.310454474188561
Gm12166-201,4.4309942743908,0.0335882316668347,1.01653605460363,0.140207760738422,0.310602550186045
Rimbp2-204,2.85571352940844,0.887370833575863,0.872511681507323,0.140490218110682,0.311130010490015
Fbxw4-201,39.9737059418248,-0.396466066872318,0.454397576648544,0.140503787086861,0.311130010490015
Ankhd1-212,8.93461356238987,0.771685954282541,0.629116461763874,0.140568150186901,0.311208381967785
Rpl37a-201,44.5309811257666,0.847227844850834,0.720759491537971,0.140636479534609,0.311295500342216
Bloc1s5-201,2.59347917726026,0.132577827935649,0.989695193158806,0.140804861554243,0.311604001404135
Vrk1-203,21.3042745167298,0.858558475140902,0.745446458507629,0.140892856729203,0.311734514312069
Ptpn3-201,1.8106928593347,0.936044174533179,1.10982734116856,0.141121515315814,0.312176136227857
Bckdhb-206,3.95056346886709,-0.918332658219824,1.37404806714889,0.141172333790955,0.31218942252776
Cntnap3-201,2.05175628133879,0.0961616468008239,0.996063471105697,0.141185646494122,0.31218942252776
Slc5a4b-201,0.475373178186174,-0.00128512013340252,1.01777217405625,0.141302900414565,0.312384391079082
Clptm1l-201,9.90612276785538,0.810651141020608,0.695983212338728,0.141421035078599,0.312473039662173
Rlf-201,5.19734614726647,0.945206537205667,1.20375977564784,0.141432604223808,0.312473039662173
Kin-201,9.92465153375749,1.29135551377168,1.45592013129388,0.141444537803712,0.312473039662173
Dph6-203,28.2097739641879,0.87342288167455,0.80259938096675,0.141459355043488,0.312473039662173
Usf2-201,8.85757565195384,-0.729132937532697,0.577869639879107,0.141532507699225,0.312570353146603
Hsf1-205,23.3484008780611,0.677813087497145,0.536910240826199,0.141723476479572,0.312927766565993
Smurf2-201,14.201227594284,0.678014034688254,0.536890098784761,0.141951075966379,0.313365897663551
Desi2-201,2.7924049697116,0.983861346882398,1.44942073654545,0.142151078203894,0.31374293857946
Ndufb10-201,11.0994066885016,0.18853952817868,0.98132583086508,0.142253231422905,0.313894152597603
Atxn7-201,5.90347334588842,-0.840078695441936,0.723097599316242,0.14228172272055,0.313894152597603
Prr13-205,8.90140266815937,1.3026810568148,1.46252806391732,0.142329026331194,0.313894152597603
Aamdc-206,1.64320730762063,0.0879251050613539,0.996187922027548,0.142336475265586,0.313894152597603
Abca13-201,10.8963570085432,-0.691130902231355,0.545412895406417,0.142383666407684,0.313910006968348
Gigyf1-201,0.748579512354931,-0.985717412825304,1.50184573100597,0.142402109845165,0.313910006968348
Med11-201,17.5698415294251,-0.879552467767687,0.885105469520452,0.142599595221595,0.314280847737049
Phlda1-201,2.30379353172046,0.928623316042516,1.10738427389656,0.142718300342449,0.314477945082786
Wdr74-201,5.65374602559682,0.168573923447743,0.985721063966167,0.142767275886846,0.314521344868028
Lman2-201,35.8499444915248,0.525775792294688,0.386511845828306,0.142828082022623,0.314590784721554
Gm7489-201,0.534391448424844,-0.00302226475357966,1.01804136387228,0.142887188950352,0.314656454224002
Ogfr-201,0.370519127021457,-0.0216626735328684,1.01950177942662,0.142967013360104,NA
Ciao2b-203,57.816768392427,-0.645478090386283,0.490893622129665,0.142972836701888,0.314780531226006
Acadsb-201,8.58825914581863,-0.780563839540855,0.677479258431187,0.143118652960478,0.31503700206997
Fastkd1-201,10.0571087917894,-0.872079736941848,0.861981799777513,0.143226733799911,0.315171944414537
Chm-201,1.52022231161991,1.21260805679524,1.54419625643421,0.143238636439375,0.315171944414537
Mtfr1-204,8.81814846686099,-0.8243719812675,0.805752389671071,0.143388687503247,0.315435013928191
Atpif1-201,19.7959180228768,-0.761410304133132,0.862527860990429,0.143416924969772,0.315435013928191
Smarcb1-201,16.9669662141001,-0.695460564800541,0.580557499905559,0.143632001994284,0.315724705822635
Ubc-202,21.8711509705573,-0.772287723679162,0.90374612328875,0.143639086750901,0.315724705822635
Gprasp1-201,0.560949690864801,0.066410564807322,1.00074886701193,0.143647708158408,0.315724705822635
Slc25a15-201,18.27938010657,0.572307248522197,0.435511626131109,0.143666203878332,0.315724705822635
Irf3-201,2.74591106233481,0.149631894341271,0.986086851042558,0.143714313383806,0.315725901373969
Ddx49-201,11.2866367312252,-0.283530790195991,0.936844072382068,0.143725531345998,0.315725901373969
Aprt-201,3.95214949495883,-0.312015405755143,0.961326354223357,0.143779091746836,0.315778982528013
Sdf4-201,11.7031663750156,-0.784044206014989,0.788424896502342,0.143827728685131,0.315821230894456
Enpp2-201,4.42765324733418,0.938666319115792,1.01384253703927,0.144091606678167,0.316301140905408
Cntrob-201,8.32423857638935,-0.758460213184812,0.576049899402333,0.14410517441734,0.316301140905408
Kpna2-201,4.91091936953771,1.28465556313783,1.42922208659302,0.144153464720515,0.316323695874624
Fis1-201,6.33905685108338,-0.321237722595443,0.96830597867976,0.144174345094225,0.316323695874624
Lclat1-201,6.96895705666217,-0.650308347099906,0.852289144823566,0.144424814874258,0.316808527951661
Prom1-203,3.66680231255772,1.27743987563426,1.47995876297809,0.144494977295557,0.316849208513834
Dap3-201,52.0571107605984,0.516336046554982,0.378892751336373,0.144502352681928,0.316849208513834
Zfp830-201,21.7531285315488,-0.724624674792912,0.622028194838793,0.144643692201558,0.317047950621828
Dnajc5g-201,1.61397595372811,0.0835394917029253,0.996486162374032,0.144652020666317,0.317047950621828
Pcmt1-202,22.7753802571917,-0.779147024650652,0.740489305600903,0.144753398034511,0.317191929940708
Bcas3-202,6.39570899448094,0.866573775768136,0.799639395109302,0.14477676712896,0.317191929940708
Sult2a4-202,1.11598116982094,0.000482273585261971,1.01746041388167,0.144851005369423,0.317251845906913
Gpc3-201,2.61660785355591,1.19820090435084,1.54671117068655,0.144863182291325,0.317251845906913
Rsf1-201,3.32167947423906,-0.8716110977506,0.861129047887403,0.145015772667021,0.317521286177973
Adprhl2-201,1.2556816987621,-0.642409515809897,1.09780396959931,0.145288412854058,0.318053419783633
Nhlrc2-201,5.46038032376792,-0.865124932034173,0.948722394790465,0.145329822992509,0.318079249915552
Cox6a2-201,3.14773870071339,0.15770517195038,0.98509291693954,0.145430121833408,0.318181069386366
Sae1-201,7.69715463997378,0.856881611661134,0.77454896415514,0.145435584685073,0.318181069386366
Prpf40b-212,0.574447156853464,-0.521518326678244,1.15468164719898,0.145495916161055,0.318248245042161
Nubp1-201,1.10410792268424,-0.372169947503441,1.01936021131971,0.145778091292735,0.318737352416061
Pinlyp-201,21.3600495805391,-0.615312858427088,0.945881632367321,0.145799287901349,0.318737352416061
Rad51d-201,8.32816547443261,0.830836862618593,0.72769842392915,0.145808541218816,0.318737352416061
Exoc3-201,16.4388520377558,1.28489323222284,1.39694051093072,0.14583983347557,0.318740893427178
Atf6b-201,11.1433546929659,0.643109028520138,0.508180558898507,0.145873478172248,0.318749573337325
Pmm1-201,6.52389261126663,0.143078493881494,0.989220756720961,0.146040090710427,0.319048739965712
Wdr93-201,1.55741192958206,0.134132837646268,0.988873593491766,0.146095378423843,0.319104626886726
Polr1a-201,12.0054815713817,-0.649437140363583,0.520375604670558,0.146528023448553,0.319984555373928
Sapcd2-201,0.354192029953715,-0.017870599936749,1.01915791224313,0.146528125090275,NA
Tpo-201,0.353981337823398,-0.00627775738253878,1.01843590939542,0.146602535337475,NA
2310057M21Rik-201,13.2017360811517,-0.73218998253698,0.635891933689243,0.146830429750505,0.320579771621937
Utp11-201,6.92917166354728,-0.32846641751183,0.978492159213931,0.146896247667085,0.320658299621992
Cdk5-201,25.347113515445,1.26267623074266,1.36973403346581,0.147129511622629,0.321102237677831
Caprin1-201,17.3676984763343,-0.529288602257585,0.397398671779833,0.147310341400464,0.321431583856142
Traf3ip2-201,0.407110070101152,0.0302368594610603,1.00829374613502,0.147341192294027,0.321433608371739
Fbxw5-201,3.94235815290937,0.937384150583407,1.01680489467755,0.147426387187462,0.321554162673649
Tulp4-201,7.61079965207178,0.774384531288066,0.677393069815398,0.147508511268367,0.32166797158847
Pdzrn3-201,10.8911778861115,-0.627960657830063,0.495065007459165,0.147644942888598,0.321900137306539
Xpo4-209,11.4559308754586,-0.649634617807005,0.512214144050588,0.147777734526552,0.322124274408325
Gm5065-201,26.9095268190036,-0.664425015388244,0.529571157451685,0.147876754810732,0.322274721074637
Sgpp2-201,0.416846095108465,-0.0201162672031195,1.0051144340709,0.147952637459213,0.322374692005449
Snai3-201,11.4637372595331,-0.7618706814678,0.724134720525058,0.148004428468394,0.322422139648649
Crkl-201,2.70648231237007,-0.845396932948383,0.881859024606186,0.148107878262887,0.322548660204211
Cox16-201,9.66691162886812,0.159685337664166,0.98348282237346,0.148122560117983,0.322548660204211
Bcap31-201,26.0474145707439,-0.72373250327168,0.620344925807202,0.148222987590754,0.322701576536682
Scfd2-201,11.3484135939344,0.706479028739895,0.569335847006553,0.14826561539631,0.322701576536682
Sptssa-201,9.12461509564545,-1.17861867870399,1.41881367073355,0.148290426409028,0.322701576536682
Rps29-201,60.5216267730868,0.846804790045013,0.807057032453104,0.148312947622566,0.322701576536682
H2aj-201,8.78383991529509,-0.286576797033138,0.940126869483616,0.148473066386585,0.322984544172681
Khdc3-201,205.307606193851,-0.50369012850379,0.375829100085633,0.148549368852344,0.323074737863457
AW209491-201,1.23643095731444,0.00197292432547088,1.01723950618582,0.148574679300454,0.323074737863457
Fbxo40-201,13.5136552534746,-0.814987563440673,0.797411405239409,0.14874404930581,0.323377570864807
Pinx1-201,15.5093661632839,-0.86156015387419,0.881221106418986,0.148882322883066,0.323612689682294
Tes3-ps-201,3.82777261226243,0.965900185625164,1.43161746133431,0.148936631290412,0.323665242428001
Itgb1-201,8.82409343537219,0.728081423615067,0.611268880136512,0.149147669734649,0.32405830669288
Thg1l-201,5.00926196862129,0.146959798758618,0.986230362588164,0.14922552191242,0.32411182206384
Gm26620-201,0.385057335490312,-0.0054323035450993,1.01822737166703,0.149229717337822,NA
Pigq-201,12.7484310055469,-0.632166484280363,0.503745478665044,0.14923264493835,0.32411182206384
Kdm3a-202,1.40510542911779,0.859278476433676,1.16257142766797,0.149353684335985,0.324309132229058
Fn1-201,2.58317480283204,0.00286887175329371,1.01705784720683,0.149539908778844,0.324644358635566
Dnah12-201,5.06944538396495,-0.839004737349391,0.798533231981237,0.149568509671143,0.324644358635566
Coq5-201,1.94308103307932,0.00253352112062264,1.01712658789883,0.149708827303222,0.32488327735176
Brwd1-202,56.1213953908496,0.386102331497784,0.279627825624586,0.149848611776805,0.325081846253135
Ccdc60-201,8.3028998274756,-0.850867564991135,0.806216601823839,0.14987748412129,0.325081846253135
Icam4-201,0.315800109999011,-0.00805207007734549,1.01872040756568,0.149877739504268,NA
Ube2a-201,21.3003739959696,0.913868831760069,0.933807182551285,0.149891117528558,0.325081846253135
Ankmy1-201,0.391025445133704,-0.00278371890709,1.01799192696271,0.14992681780771,NA
Gpatch11-201,6.70816875513402,1.2584004368768,1.41441283920486,0.150022642166869,0.325301417472045
Pnisr-201,16.9596670410742,0.804323516621409,0.725344813286301,0.150084366669691,0.325369579569287
Acap2-203,8.36483998912212,-0.758379217569258,0.637416467420284,0.150162504519925,0.325473289659612
Axdnd1-211,1.93698104150381,-0.84147412009907,1.1207290677648,0.150214327784874,0.325519933238877
Pigbos1-201,0.424650148485891,-0.00271530108455727,1.01786490935341,0.150331835735938,0.325708870406504
Nop53-201,3.32072208929236,0.153081368572894,0.987231039693356,0.150655714683138,0.326342756397659
Rad18-202,12.9414519858759,-0.772332353835527,0.688153771200575,0.150685167727834,0.326342756397659
Lrrc71-201,0.529254341926271,-0.00223581101360384,1.01790988986577,0.150719271563554,0.326350819418605
Fam160b1-201,3.02174946667058,-0.85765625473469,0.84204797037702,0.150761942016893,0.326366889239727
Cd209g-201,1.10262458456932,0.00180143854726386,1.01726711931918,0.150787457763616,0.326366889239727
Mllt11-201,3.49337895893183,-0.859760950481666,0.930697680012246,0.150997499019161,0.326727223668953
Obox3-206,2.08834489188087,-1.20969605796751,1.45756257622452,0.151044097434509,0.326727223668953
Ung-202,17.7280199016925,0.572364867401572,0.44245741461296,0.151069908055103,0.326727223668953
Sgf29-201,24.6921398951307,-0.763313391950789,0.777570443258475,0.151075602305315,0.326727223668953
Prpf38a-201,17.9984509571438,0.794499618428559,0.675858437661003,0.151260883561139,0.327062079551884
Memo1-210,22.6851231028022,0.612255625220943,0.815758539484288,0.151530698344873,0.327579545506265
Meak7-201,2.56266983992492,-0.324118547262886,0.974507413738919,0.15207060667721,0.328680574834323
Nob1-201,1.78968324472494,0.000867693117132319,1.01720302259532,0.152173012986487,0.328835748441128
Rtbdn-201,1.48002953169763,-0.331541904522453,0.985522604365205,0.152445300039649,0.3293578867711
Dynll1-201,53.833940778001,0.775087062730962,0.644315458718303,0.152665442990011,0.329767180494409
Wsb2-201,0.28118116512205,-0.419398515412198,1.12657189928785,0.152681700381425,NA
Tacc1-201,12.7441538936699,0.678163568060186,0.555680364788895,0.152796475842601,0.329954171922624
Zfp277-201,48.3529275903347,-0.588553278018696,0.495682589449767,0.152813443056698,0.329954171922624
Dclre1c-203,3.22705197077948,-0.864119842347004,0.862274112191668,0.15286550950107,0.330000261869069
Snx22-201,6.17029975266016,-0.809119810332211,0.742960771415248,0.152932262197181,0.330078031047241
Ftsj1-201,3.74524612796799,-0.640052604685717,1.00148080779265,0.153099157603981,0.33037186640859
Spata19-201,0.379156277412355,-0.0176662916662615,1.0191406341659,0.153162787122287,NA
Abcd1-201,1.16885940498033,-0.635774201031455,1.06500397478542,0.153315900622493,0.330773128035111
Tnpo2-202,3.25573278753512,0.855836051089242,0.910257943729212,0.153366567650416,0.330815997931882
Eef1akmt2-201,0.66931314281407,0.000345670235805091,1.01752399933995,0.153578800211894,0.331207282047012
Polk-201,2.55557781787528,-1.19740985952537,1.42225965456287,0.153646435450954,0.331286633804525
Fam216a-201,5.37648111426245,1.05986723435182,1.52164474161735,0.153680996999918,0.331294655784291
Plekha3-201,8.62256413751343,0.831670527486874,0.824159627266165,0.153719048534807,0.331310196500983
Taf1a-201,49.8609064878248,-0.520837601502684,0.399177364347043,0.153765440660399,0.331343703826281
Clec2h-201,0.460139417178871,0.0317469414115862,1.01699479728623,0.153841098745797,0.331440249243352
Lrrc46-201,0.334444955805609,-0.0213626841767105,1.01949349699187,0.153889842222185,NA
Ogg1-201,6.25957113839636,-1.15823233992784,1.43471670517926,0.153974990416852,0.331662191108446
Hltf-201,2.73587369695614,0.89162919718696,1.02993003965915,0.154022465045395,0.331697938957023
Med20-201,8.89609634030434,-0.731726367537687,0.609956812739637,0.154059728441306,0.331711686293147
Pygo1-201,2.90635133044861,-1.16262757498645,1.45480424382947,0.154211004731697,0.331970864294166
Nhs-201,1.1933950650858,-1.08863527530696,1.47582819617402,0.154264922645704,0.332020396525777
Epn1-202,8.0881083736272,0.700705110361828,0.583309562795192,0.154314208584777,0.332059941630142
Zfp784-201,0.540674815018814,0.0633944567838248,1.00153770411204,0.154393957190358,0.332165008639861
Tmco1-204,15.7186323021817,-0.839681088236024,0.908251809663686,0.154468168947559,0.332212518699102
Cul7-201,1.97302935647568,-0.645748026367939,1.02482733018094,0.154477893399927,0.332212518699102
Pold4-201,0.315662071572528,-0.00812756526439747,1.01872083515818,0.154649230408828,NA
Rai1-201,1.54808304184494,0.826672153407845,1.04363318849914,0.154660986028117,0.332539694138116
Clk2-202,28.662056560588,-0.604894507842538,0.475602186934143,0.154761934436969,0.332661820286864
Limk2-201,18.956980961632,-0.547970595393758,0.42716172558223,0.154815978041177,0.332661820286864
Tmem184c-201,4.19294371892416,1.2076702227565,1.49445092057296,0.154837250814374,0.332661820286864
Rilpl1-201,0.403800492450647,-0.00184261337166279,1.01781245679116,0.15484165904248,0.332661820286864
Dgkh-201,5.54716712951695,0.896190088563801,0.982908479869581,0.154914910165954,0.332752642472042
Abcd3-201,4.30393344871184,1.24668791060621,1.4323325181117,0.155048172244966,0.332956931221739
Hdgf-201,6.56182473805863,0.832313599648518,0.810385290939907,0.155072009579441,0.332956931221739
Cetn4-203,2.7443944989584,-1.1493589362645,1.44946086249318,0.155585612451332,0.333951784107238
Abca4-201,1.8244462170481,-0.328812581244218,0.98436689376235,0.155623914136739,0.333951784107238
Vrk3-201,2.61841331485739,-1.14710413952049,1.44631739694649,0.155628619553234,0.333951784107238
Myo9b-201,8.48675359490189,-0.655100788017444,0.540843612227779,0.155803190167445,0.334259610301317
Sybu-201,7.66658465098896,-0.693073395794518,0.589316419223799,0.155872093539671,0.334340660703504
Nrm-201,0.455990869863976,-0.00257760748779986,1.01789904279971,0.156068671265214,0.334695481479523
Lamc2-201,6.1660239952792,0.830397493407337,0.775345226650178,0.156210790135434,0.334888463627088
Fstl4-201,3.77459846876858,0.84740366137414,0.897136602108798,0.156221010168995,0.334888463627088
Acp4-203,0.700949393351984,0.00082804721814594,1.01744633150263,0.156362880409181,0.335023974871708
Lyrm4-201,2.09581153137062,1.15784548319002,1.51931540229042,0.156370310485245,0.335023974871708
Gjb1-203,3.29411989521419,0.100880742138616,0.995459770638659,0.156377789052946,0.335023974871708
Rfx1-201,3.71773829705885,-0.785034768655622,0.769912078673592,0.156497308252033,0.33521317751612
Rnf34-201,96.4925769499386,-0.337391145828982,0.237103933004115,0.156615357096887,0.335399155888111
H2-M5-203,0.592455275178893,-0.774272193147486,1.32691377071264,0.156674251267372,0.335458402853122
Eef1e1-201,24.1257093408868,0.106425539851262,0.994914708775455,0.156708032483093,0.335463867065243
Mfsd13b-201,5.1893316877765,-0.836811465871769,0.919903195160703,0.157052039560291,0.33602262942919
Cc2d1b-201,6.95000677357156,0.83713741681897,0.829660985272332,0.157056135638909,0.33602262942919
