,baseMean,log2FoldChange,lfcSE,pvalue,padj
1700086D15Rik-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
2200002J24Rik-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
2310002L09Rik-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
2310030G06Rik-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
4921539E11Rik-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
5730409E04Rik-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
6430628N08Rik-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Abca8a-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Abcd2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ace-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Acox2-204,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Adap1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Agmo-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ajap1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Alb-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Aldoa-214,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Aldob-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Allc-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ano9-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Apobec3-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Apoc3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ar-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Arhgap40-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Arr3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Atp12a-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Atp6v1fnb-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
AY074887-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Batf2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Bbox1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Bcl2l15-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Bmp4-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Bsx-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Btbd16-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Cadm4-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Calcb-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ccdc8-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ccdc85b-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Cd79a-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Cdsn-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Chrm2-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Clca3a1-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Cnih3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Cnn2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Col17a1-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Col1a2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Crim1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Crybb1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Cst12-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ctag2l2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Cx3cr1-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
D430041D05Rik-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Defb45-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Drp2-206,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Dynap-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Emp3-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Emx2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Epm2aip1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Eppin-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Fam181a-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Fam227b-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Fbxo2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Fbxo48-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Fgf13-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Fjx1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gabrb2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gad1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm14685-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm20390-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm20498-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm20604-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm28710-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm45521-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm4707-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm6133-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gm9195-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gmfg-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Gsg1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Herc6-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Hexim1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Igdcc4-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Igfbp4-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Il1rl2-204,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Il22ra1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Inka2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Kctd15-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Kif5a-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Kremen2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Lbh-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Lxn-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Lyzl4-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Man2b2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Map6-205,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Mbd3l1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Medag-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Meis3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Mgat4d-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Myo18b-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Myo3b-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Naga-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ndp-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Nfia-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Nkapl-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Noxred1-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Odf3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Olfr1105-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Olfr286-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Olfr597-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Olfr810-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Olfr960-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Omd-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Orai2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pank1-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Parva-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pate5-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pcdh18-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pcolce-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pdgfc-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pdgfd-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pebp4-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pianp-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pik3c2g-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pitpnm1-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pla2g2e-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Plac8l1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Plp2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Plxna3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pnma1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Ppp2r2c-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Prf1-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Prl-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pspn-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pycard-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Pyroxd2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Rab15-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Rab17-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Rasgef1c-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Rbm46-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Retn-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Rnf144a-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Rps6kl1-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Rspo1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
S100a13-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Scg5-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Sele-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Septin8-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Serpinb2-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Sez6l2-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Shbg-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Slc22a8-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Slc25a29-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Slc2a2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Slc2a7-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Slc38a3-202,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Slfn9-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Smtn-210,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Spink4-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Sry-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Sult2a6-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Svs6-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tab1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tagln-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tap1-206,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tbata-203,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tcim-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tcte3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tdgf1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Thbs3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Them7-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tjp3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tmem139-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tmem174-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tmem212-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tmem63a-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tmem74b-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tnnt3-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tpbpb-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Trpv5-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tsga8-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Tst-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Unc5cl-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Vash1-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Vgll2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Vmn2r10-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Vmn2r14-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Vmn2r91-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Vstm5-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Vwce-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Wfdc12-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Wfikkn2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Wnt5b-204,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Xkr6-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Zdhhc25-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Zfp467-206,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Zfp65-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
Zhx2-201,0.00995640937035535,-0.0114512864247508,1.01930373725404,0.945076663563214,NA
2610318N02Rik-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
4930503E14Rik-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
5330417C22Rik-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
A730049H05Rik-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
A930017K11Rik-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Abcc8-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
AC167036.1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Acot11-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Acta2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Actl11-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Adamts20-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Agxt-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ak1-203,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Alox12b-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Alox5ap-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Amigo3-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ano8-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Apoc4-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Arhgap22-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Arhgef15-203,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Armc3-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Atg4d-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Bhlha15-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Brsk1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Btbd6-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
C1qtnf9-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cacna1a-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Calml3-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Capn13-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Car13-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Card10-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Casp12-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ccdc80-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cd300ld-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cdhr2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Celf4-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cerkl-205,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Chil4-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Chrna1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Chrna10-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cib2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cidea-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Clca4b-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cnksr1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cspg4-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cstad-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cyp2c65-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cyp3a44-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cyp4b1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Cyp4f15-204,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Dcst1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Defa24-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Defa28-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Dio2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Dnase2a-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Dusp26-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Dusp27-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Duxf3-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ecm1-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ect2l-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Fam205a1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Fam209-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Fcer1a-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Fn3krp-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Fndc8-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Frem2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Galnt4-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Garem2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ggt7-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ghrl-204,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Glis2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gm10521-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gm14305-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gm21983-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gm29133-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gm35339-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gm44502-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gm9844-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gpc2-205,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gprc6a-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Gprin2-203,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Grk3-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
H2-M3-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Hoxb2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Hoxd12-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Hs3st3a1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Hsh2d-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Icam1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ifna9-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Igfbp2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Il18bp-203,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Il3-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Insl5-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Irak4-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Irgm1-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Irs4-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Itgam-203,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Itih4-203,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Jaml-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Kat2b-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Kcnh4-202,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Kcnrg-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Larp6-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Ly6g5b-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Mbnl2-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Mcmdc2-205,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
Mrgpra3-201,0.00859715477096309,-0.0113180171193036,1.01930231274914,0.945076663563214,NA
