,0,1,2
20191203-Kit-10M-Monosome-1,47.84789119784194,25.507282789080115,26.644826013077942
20191203-Kit-10M-Monosome-2,47.46639528473901,25.968606498699216,26.56499821656178
20191203-Kit-10M-Monosome-3,47.43266792042651,25.929823956014886,26.637508123558607
20201104-ITP-100-5mM-50-1,48.4850203641119,25.323344283474743,26.19163535241336
20201209-ITP-100-5mM-6,48.39854709004624,25.02301175666514,26.578441153288612
20210131-ITP-100-5mM-50_diluted-1,48.16411850716182,24.98331984725239,26.852561645585794
