transcript,p_val,conf_mid,maternal_x,paternal_x,maternal_y,paternal_y,fdr
Ccdc47-201,2.1398521041362245e-22,0.6842105263157895,6,13,139,0,6.419556312408673e-22
Rpa1-202,1.104554948743357e-14,0.5916666666666667,6,9,119,1,1.6568324231150354e-14
Fbxw16-201,0.016943707223351007,-0.2198581560283688,25,0,440,124,0.016943707223351007
